context_id,question
91839479726053802,احمدشاه قاجار توسط چه کسانی در 12 سالگی به پادشاهی رسید؟
91839479726053802,احمدشاه قاجار تا چه تاریخ میلادی شاه ایران بود؟
91839479726053802,احمدشاه قاجار از چه تاریخ میلادی شاه ایران بود؟
91839479726053802,احمدشاه قاجار در چه تاریخی متولد شد؟
91839479726053802,احمدشاه قاجار در چه زمانی از پادشاهی پدرش به‌دنیا آمد؟
91839479726053802,احمدشاه قاجار چندمین شاه سلسلۀ قاجار بود؟
1967463166637671835,نیاکان مردمان تایوان در تایوان چند سال پیش زندگی می‌کرده اند؟
1967463166637671835,بومیان تایوان چه تعدادند؟
1967463166637671835,مهاجرت اقوام چینی های هان کی آغاز شد؟
1967463166637671835,مردمان تایوان از چه نژادی هستند؟
1967463166637671835,از چه قرنی مهاجرت چینی‌ها به تایوان آغاز شد؟
1967463166637671835,چه مسئله‌ای گره‌ای عظیم در مبادلات سیاسی تایوان ایجاد کرد؟
1967463166637671835,بومیان تایوان چند نفر هستند؟
1967463166637671835,طبق پژوهش‌ها نیاکان بومیان تایوان از چند سال پیش در این منطقه زندگی می‌کردند؟
1967463166637671835,چند درصد از جمعیت جزیرۀ تایوان را بومیان آن تشکیل داده‌اند؟
1967463166637671835,مردمان استرونزین در کجا ساکنند؟
1967463166637671835,استروزین‌ها به غیر از تایوان در کدام مناطق ساکن هستند؟
-5489426810111365848,چه کسانی جزیره تایوان را کشف کردند؟
-5489426810111365848,پرتغالی ها جزیره‌ی تایوان را چه نامیدند؟
-5489426810111365848,جزیره‌ی تایوان در چه سالی کشف شد؟
-5690340116533458798,استراس‌تروپ کار بر روی زبان «C دارای کلاس» را در سال چند آغاز کرد؟
-5690340116533458798,چه کسی کار بر روی زبان «C دارای کلاس» را در سال ۱۹۷۹ آغاز کرد؟
278346885115644667,نام غیر رسمی زبان بوکمال چیست؟
278346885115644667,نام غیر رسمی زبان نینورسک چیست؟
278346885115644667,زبان بوکمال به کدام زبان شباهت دارد؟
278346885115644667,زبان نونورسک توسط چه کسی ابداع شد؟
6627028734396159154,نمک طعام برای جلوگیری از رشد کدام ریز جانداران موثر است؟
6627028734396159154,Naclچگونه ترکیبی است ؟
6627028734396159154,نام دیگر نمک چیست؟
6627028734396159154,فرمول شیمیایی سدیم کلرید چگونه است؟
6627028734396159154,علت شوری آب اقیانوس ها کدام ترکیب است؟
6627028734396159154,نمک طعام امروز به چه عنوان مصرف می شود؟
6936585398847292273,چند محصول در دزفول پرورش و تولید می شوند؟
6936585398847292273,دزفول چند گونه مرکبات دارد؟
6936585398847292273,رود خانه های پرآب دزفول چه نام دارند؟
6936585398847292273,یکی از مرکبات دزفول که  سالم ترین ومرغوب ترین است چیست؟
6936585398847292273,دزفول از نظر تولید چه گل های معروف است؟
6936585398847292273,کدام بخش دزفول پرآب ترین است؟
6936585398847292273,یکی از قطب های  مهم کشاورزی در ایران کجاست؟
6936585398847292273,بیشترین فراوردهای دزفول  چیست؟
-385480058136656120,نام پلی که بر روی رودخانه دز بنا شد چیست؟
-385480058136656120,هم اکنون به برآمدگی‌های ساحل غربی در چه می‌گویند؟
-385480058136656120,قصر روناش یا رعناش نام قدیمی کدام شهر است؟
-385480058136656120,نویسنده‌ی کتاب معجم البلدان کیست؟
-385480058136656120,پل روناش یا رعناش در زمان کدام پادشاه ایجاد شد؟
-385480058136656120,نام باستانی دزفول چیست؟
-385480058136656120,پل روناش یا رعناش بر روی کدام رود بنا شد؟
-385480058136656120,قصری که برای محافظت از پل روناش بنا شد چیست؟
1728903836222141888,شهر دزفول در کدام استان است؟ 
1728903836222141888,ایرج افشار شهر دزفول را متعلق به چه زمانی میداند؟ 
2343813369849833477,میز بانکدار چه نام دارد؟ 
2343813369849833477,واژه ی تراپزا به یونانی چیست؟ 
2343813369849833477,سکه درهم نقره یونان کجا به نمایش گذاشته شده است؟ 
2757102158574438593,تشکیل بلور در چه ماده ای باعث از بین رفتن شفافیت آن می شود؟
2757102158574438593,قطر تقریبی هسته های بلور چقدر است؟
2757102158574438593,برای تشکیل یک بلور ابتدا چه چیزی باید بسته شود؟
2757102158574438593,در چه اجسامی تشکیل بلور نقش مهمی دارد؟
5216200881710406807,در سال 1376 مجمع رحانیون مبارز چه کسی را برای ریاست جمهوری نماینده معرفی کرد؟
5216200881710406807,روز به ریاست جمهوری رسیدنِ سید محمد خاتمی چه نام دارد؟
5216200881710406807,نماد اصلاح‌طلبی در سال 1376 چه کسی بود؟
5216200881710406807,سید محمد خاتمی نماد چه بود؟
5216200881710406807,مجمع روحانیون مبارز در چه سالی محمد خاتمی را به عنوان نماینده برای ریاست جمهوری معرفی کرد؟
5216200881710406807,سید محمد خاتمی در سال 1376 چند رأی را از آن خود کرد؟
5216200881710406807,مجمع روحانیون مبارز از کدام حزب منشعب شد؟
5216200881710406807,تشکیل مجمع روحانیون مبارز با تأیید چه کسی انجام شد؟
-7564915527387440273,در چه تاریخی برای نخستین بار در تاریخ دانش کیهان‌شناسی، دانشمندان موفق به کشف ترکیبات پیچیده‌ای از سیانید در خارج از منظومهٔ خورشیدی شدند؟
-7564915527387440273,ترکیباتی از سیانید به دور یک ستاره در فاصلهٔ چند سال نوری از زمین در حال چرخش هستند؟
-4830686915608009512,چند سیاره خارج از منظومه‌ی شمسی شناسایی شده است؟
-4830686915608009512,چرا نمی‌توان با ارسال سفینه برای بررسی وضعیت آنسوی منظومه شمسی استفاده کرد؟
-4830686915608009512,وظیفه‌ی اصلی ماموریت فضایی داروین چه بود؟
-4830686915608009512,ماموریت فضایی داروین توسط کدام آژانس راه‌اندازی شده است؟
-4592565540885079225,چند سال از اولین اقدام انسان بر روی ماه می‌گذرد؟
-4592565540885079225,به چه دلیل انتظار وجود حیات در عطارد بیهوده است؟
-4592565540885079225,جدی‌ترین حوزه‌ی کاوش برای حیات فرازمینی کجاست؟
-4592565540885079225,نزدیکترین سیاره به خورشید کدام است؟
-4592565540885079225,کدام سیاره‌ها در کمربند حیات قرار گرفته‌اند؟
3773736660056272906,در چه دوره‌ای یهودیان دوره جدید از حیات فرهنگی و اجتماعی را آغاز کردند؟
5710542558350684439,عضدالدوله مقتدر ترین و علم دوست ترین کدام پادشاه بود؟
5710542558350684439,چه کتابهای در دوره ال بویه ترجمه شد؟
5710542558350684439,عضدالدوله دستور زبان عربی را از چه کسی آموخت؟
5710542558350684439,اوج شکوفایی و قدرت و فرهنگ هنر در دوره چه کسی بود؟
5710542558350684439,در مناظرات به چه مسائلی اهم توجه را داشت؟
-6359605777301071135,متن در چه مورد است ؟
5345289840055057929,در دوره حکومت کدام خاندان یک یهودی به فرمان شاه به حکومت سیراف می رسد؟
5345289840055057929,آل بویه پس از رسیدن به حکومت، به چه فرقه ای گرایش یافتند؟
5345289840055057929,در سال 363 ه.ق اهل تسنن کدام جنگ را بازسازی نمودند؟
5345289840055057929,در زمان آل بویه عالم بزرگ اهل تسنن شهر شیراز چه کسی بود؟ 
5345289840055057929,از منظر سیاسی کدام ایده برای آل بویه مناسب تر بود؟
728629635990521166,به دستور چه کسی سب ال علی متوقف شد؟
728629635990521166,در چه سالی بغداد به دو قسمت سنی و شیعه نشین تقسیم شد؟
728629635990521166,چه کسی دستور داد عزاداری ماه محرم برپا شود؟
728629635990521166,مقام نقابت علویان در زمان چه حکومتی تاسیس شد؟
728629635990521166,در زمان چه کسی از آل بویه مذهب شیعه رسمیت یافت؟
2488105921169035975,تاریخ حلال الصابع از کیست؟
2488105921169035975,مهم‌ترین منبع دربارهٔ اوایل حکومت آل بویه چیست؟
2488105921169035975,وزیر عضدالدوله چه کسی بود؟
2488105921169035975,ذیل کتاب تجارب الامم از کیست؟
2488105921169035975,تجارب از کیست؟
2488105921169035975,رسائل از کیست؟
1060558426189205576,لقب ابوکالیجار، پسر عضدالدوله چه بود؟
1060558426189205576,فوت عضدالدوله دیلمی پس از چند ماه تاخیر اعلام شد؟
1060558426189205576,پس از فوت عضدالدوله چه کسی بر تخت پادشاهی نشست؟
1060558426189205576,جنازه عضدالدوله در کجا به خاک سپرده شد؟ 
1060558426189205576,عضدالدولهُ دیلمی در چه تاریخی درگذشت؟
1060558426189205576,پسر دیگر عضدالدوله چه نام داشت؟
1060558426189205576,لقب ابونصر چه بود؟ 
1060558426189205576,لقب پسر عضدالدوله چیست؟ 
1060558426189205576,نام پسر عضدالدوله چیست؟ 
-1690446461269194954,کتاب،شعر زمانه ما اثر کیست؟
-2725589033871059069,دومین تبادل نظر در بارهٔ مدل پروپاگاندا میان کرت و گلادیس لنگ و هرمان و چامسکی در مجلهٔ ارتباطات سیاسی در سال چند شکل گرفت؟
1146881174667379480,ژویو چه چیزی باعث مرگش شد؟
1146881174667379480,چه کسی ژویو را در جنگ سرخ پیروز شد؟
1146881174667379480,بعد از چه نبردی ووی شرقی ولیوبی باهم رقابت کردند؟
-9071819731446498417,حاکم سی چوان چه کسی بود؟
-9071819731446498417,لیو بی‌ خود را شاه کجا خواند؟
-9071819731446498417,پس از مرگ چه کسی رابطهٔ لیو بی و سان کوان وخیم تر شد؟
-9071819731446498417,پس از مرگ ژو یو، رابطه چه کسانی مخدوش شد؟
-9071819731446498417,چه کسی خود را شاه هان ژونگ خواند؟
-9071819731446498417,هان ژونگ تحت کنترل چه کسی بود؟
-9071819731446498417,سان کوان به چه عنوانی شناخته شد؟
4140162453068424097,پس از سانسور یوتیوب در ایران کدام سرویس اشتراک ویدئو در ایران بنیانگذاری شد؟
4140162453068424097,چه کسی از تجارت کلان و بسیار گسترده پر سود خرید و فروش فیلترشکن، پروکسی، ساکس۵ و VPN خبر داد؟ 
4140162453068424097,در چه سالی سایت کوتاه‌کننده لینک بیت‌لی (Bitly) فیلتر شد؟
7326948654477445016,بالاترین نهاد در جنگ نرم چیست
7326948654477445016,ملاک فیلترینگ شورای عالی فضای مجازی چیست
7326948654477445016,رسانندگان اینترنتی زیر نظر چه نهادی هستند
7326948654477445016,شورای عالی فضای مجازی تایین کننده چیست
7326948654477445016,شورای عالی فضای مجازی به دست چه کسی تشکیل شد؟
7326948654477445016,دفتر کل دادستان بر چه نظارت دارد
7326948654477445016,دفتر دادستان فهرست فیلترینگ را به چه نهادی ابلاغ می کند
7326948654477445016,شورای عالی فضای مجازی در چه سالی تشکیل شد
7326948654477445016,نهاد های دخیل در فیلترینگ ایران چیست
-1268239060005193861,وبگاه گوگل پلاس نیز در چه تاریخی در ایران فیلتر و از دسترس کاربران ایرانی خارج شد؟
2614128456453530064,خمینی خواستار ملاقات خامنه ای با چه کسی بود؟
2614128456453530064,در سال ۱۳۵۷ طلاب کدام حوزه نسبت به تبعید خامنه ای اعتراض زدند؟
2614128456453530064,فرودگاه ها توسط چه کسی بسته شده بودند؟
2614128456453530064,سید علی خامنه ای برای چه شخصی در باب حوادث کشور و مبارزه با رژیم پهلوی،نامه می نگاشتند؟
2614128456453530064,بعداز کهنوج سید علی خامنه ای راهی کدام منطقه شده؟
2614128456453530064,در کدام نشریه،سید علی خامنه ای در آن مقالاتی نوشت؟
2614128456453530064,در مدارک ساواک چه شخصی به عنوان یکی از پرچمداران نمایان انقلاب در خراسان خوانده شده است؟
2614128456453530064,نام مدرسه ای که سید علی خامنه ای برای تبلیغات کمیته استقبال از خمینی بود چه نام داشت؟
2614128456453530064,برای فعالیت های مبارزاتی علیه رژیم پهلوی سید علی خامنه ای راهی کدام منطقه شد؟ 
2614128456453530064,سید علی خامنه ای بعد از اعتراضات طلاب مشهد به کجا تبعید شدند؟
2614128456453530064,روح الله خمینی در کدام کشور تبعید بودند؟
2614128456453530064,سید علی خامنه ای در تبعید  به چه کسی برای مبارزه با رژیم پهلوی نامه نوشت؟
2614128456453530064,خطبه شب عاشورا در کجا خوانده شد؟
2614128456453530064,محل تحصن هوادران انقلاب اسلامی در کجا بود؟
2614128456453530064,یکی از پرچمداران برجسته انقلاب در خراسان که بود ؟
2614128456453530064,در چه مکانی از مشهد سید علی خامنه ای خواهان برگشت سید روح الله خمینی بود؟
2614128456453530064,در چه سالی خمینی،  خامنه ای را به عنوان یکی از اعضای شورای انقلاب اسلامی انتخاب کرد؟ 
2614128456453530064,در جیرفت سید علی خامنه ای به چه فعالیت های ادامه داد؟
2614128456453530064,محل برگزاری تحصن های صادر شده که علیه بسته شدن فرودگاه توسط بختیار بود، عمدتا کجا بود؟
2614128456453530064, سید علی خامنه ای در اوایل موفقیت انقلاب اسلامی ایران،مسئول چه خدماتی برای استقبال از سید روح الله خمینی بود؟
2614128456453530064,سید علی خامنه ای در 22 مرداد به چه شهری تبعید شد؟
2614128456453530064,چه کسی عمدتا مسئول کمیته دفتر تبلیغات خمینی بود؟
-6637510782576040417,فیلم گل های جنگ ژانگ ییمو از چین از رقبای کدام فیلم ایرانی در شصت و نهمین مراسم گلدن گلوب بود؟
-6637510782576040417,اعطای جوایز گلدن گلوب به عهده کدام انجمن است؟
-6637510782576040417,در آمریکا پس از اسکار مهمترین جایزه سینمایی چیست؟
-6637510782576040417,اولین فیلم ایرانی که جایزه بهترین فیلم غیر انگلیسی زبان گلدن گلوب رو از آن خود کرد چه نام داشت؟
-6637510782576040417,اصغر فرهادی و پیمان معادی در شصت و نهمین مراسم گلدن گلوب جایزه فیلم جدایی نادر از سیمین را از دست کدام خواننده زن معروف پاپ دریافت کردند؟
-6988054369007905227,چند درصد منتقدان در مورد جدایی نادر از سیمین نظر مثبتی داشتند؟
-6988054369007905227,جدای نادر از سیمین در چه سالی بهترین فیلم شد؟
-6988054369007905227,کدام فیلم نقد های مثبتی از منتقدان سینمایی جهان گرفت؟
-6988054369007905227,چه کسی گزارش ۹۹ درصد منتقد مثبت را ارائه داد؟
-6988054369007905227,فیلم جدایی نادر از سیمین در چه سایتی  امتیاز ۹۵/۱۰۰را گرفت؟
-1439523155405458333,اوستایی نسبت به کدام زبان‌های ایرانی پیچیده است؟
-1439523155405458333,دستور زبان اوستایی چگونه است؟
-1439523155405458333,زبان‌های ایرانی نو نسبت به کدام زبان ساده‌تر هستند؟
-1439523155405458333,کدام یک از زبان‌های ایرانی دستور زبان آن پیچیده است؟
-1439523155405458333,نام‌های اوستایی بسته به چه چیزی دارای صرف‌های ویژه هستند؟
8556585068764261252,در سال ٢۰۰٨ کدام شرکت اولین نسل آیفون را عرضه کرد؟
8556585068764261252,در سال٢۰۰٧ کدام شرکت تلفن همراه با قابلیت لمس چندگانه تولید و عرضه کرد؟
8556585068764261252,نام دیگر تلفن های همراه با قابلیت لمس چندگانه چه بود؟
8556585068764261252,در آیفون ها از یک صفحه نمایش لمسی بزرگ برای چه چیزی استفاده می شد؟
8556585068764261252,تلفن های همراهی که شرکت اپل در سال ٢۰۰٧ رونمایی کرد چه نوع قابلیتی داشتند؟
8556585068764261252,در سال٢۰۰٧ شرکت اپل چه نوع تلفن همراهی را معرفی کرد؟
8556585068764261252,کدام برنامه در سال ٢۰۱۱ به ۱۵ میلیارد دانلود دست پیدا کرد؟
8556585068764261252,دز چه سالی شرکت اپل یکی از اولین تلفن های چند لمسی خود را تولید و عرضه کرد؟
8556585068764261252,در چه سالی اپل اولین نسل آیفون خود را عرضه کرد؟
8556585068764261252,اولین گوشی ها با قابلیت پشتیبانی ٣جی چه نام داشت؟
8556585068764261252,در سال اول معرفی اپ استور از جانب شرکت اپل چه میزان دانلود انجام شد؟
8556585068764261252,آیفون بجای استفاده از قلم از چه نوع صفحه نمایشگری برای ورودی مستقیم انگشت استفاده کرد؟
8556585068764261252,در چه سالی اپ استور به ۱۵ میلیارد دانلود دست یافت؟
8556585068764261252,اولین تلفن های همراه چند لمسی را کدام شرکت تولید و عرضه کرد؟
8556585068764261252,آیفون به جای صفحه کلید رایج در تلفن های همراه از چه صفحه نمایشی استفاده کرد؟
8556585068764261252,اپ استور در اولین سال چه تعداد برنامه کاربردی در گوشی آیفون را دارا بود؟
8556585068764261252,در سال ٢۰۱۱ از اپ استور چه میزان دانلود انجام شد؟
8556585068764261252,اولین آیفون هایی که در سال ٢۰۰٨ رونمایی شدند دارای چه نوع قابلیت پشتیبانی بودند؟
2199513424336333382,در کدام سال اندروید شروع به گسترش گسترده بین مردم کرد؟
2199513424336333382,سیستم عاملی که نوکیا بر روی تلفن های همراه خود استفاده میکرد چه نام داشت؟
2199513424336333382,اندروید از لحاظ باز یا بسته بودن منبع چگونه پلتفرمی است؟
2199513424336333382,پایه گذار اندروید چه کسی بوده است؟
2199513424336333382,مایکروسافت چه سیستم عاملی را برای تلفن های همراه به وجود آورد؟
-3326387860730686604,یک لایه شفاف از کدام شیشه به صفحه های نمایش کوچک مانند ساعت افزوده شده؟
-3326387860730686604,هزینه تلفن های هوشمند نمایش چند دلار است؟
-3326387860730686604,تلفن های هوشمند  چند درصد ذخیره باتری را افزایش می دهد؟
-3326387860730686604,باتری های تلفن های هوشمند به چه منبعی عنوان پذیرفته است؟
-3326387860730686604,لایه شفاف شیشه کریستال قادر به استفاده چه انرژی شده است؟
-3326387860730686604,اولین تلفن هشمند با استفاده از تکنولوژی در چه سالی معرفی شد؟
-8477281579837397829, فعالیت‌های رایج مردم هرمزگان در چه زمینه‌هایی است؟
-7231382930250333223,نصرالدین طوسی ب مدت چند سال در قلعه های اسماعیلیه زندگی کرد؟ 
-7231382930250333223,کتاب های تولی و تبری به فرمان چه کسی و در کجا تالیف شد؟
-7231382930250333223,کتاب روضه التسلیم و مطلوب  المومنین از آثار چه کسی است؟
-7231382930250333223,کتاب شرح اشارات ابن سینا اثر کیست؟
-7231382930250333223,کتاب تولی و تبری اثر چه کسی است؟
-7231382930250333223,خواجه نصیر الدین طوسی کتاب روضه التسلیم و مطلوب المومنین را به فرمان چه کسی تالیف کرد؟
-7231382930250333223,کتاب اخلاق ناصری اثر چه کسی است؟
-7231382930250333223,خواجه نصیرالدین طوسی حدود چند سال از عمر خود را در قلعه‌های اسماعیلیه به سر برد؟
-7684089304036957577,پس از اشغال آذربایجان ایران توسط چه کسانی آذربایجان مانند دیگر مناطق ایران ویران شد؟
-7684089304036957577,پس از حمله مغولان چه کسانی حکومت را بدست گرفتند؟
-1359926254257935335,شاه اسماعیل صفوی کجا متولد شد؟
-1359926254257935335,حکومت صفویان در سال ۸۸۰ به رهبری چه کسی تأسیس شد؟
-1359926254257935335,حکومت صفویان در چه  سالی به رهبری شاه اسماعیل صفوی تأسیس شد؟
-1359926254257935335,نخستین پایتخت صفویان کدام شهر بود ؟
-2624199114422404099,کدام سامان ها در مورد شیوه کار سیلک ابراز نگرانی کرده اند؟
-2624199114422404099,نگرانی سازمان های حافظ حریم خصوصی در مورد کش و نگهداری چه داده هایی بود؟
-2624199114422404099,خطای نرم افزاری سیلک جلوگیری از دسترسی به گوگل بر روی کدام پروتکل بود؟
-2624199114422404099,پروتکل مورد استفاده سیلک برای بهبود سرعت بارگذاری صفحات وب چیست؟
-2624199114422404099,برای بهینه سازی سرعت وب سایت هایی که کارایی آن ها بر مبنای SPDY نیست، چه راه حلی وجود دارد؟
4628240277125472779,سید روح‌الله خمینی  در عرفان ابتدا از چه شخصی بهره برد؟
4628240277125472779,سید روح‌الُله خمینی نزد چه کسی علاوه بر فلسفه، ریاضیات و هیئت را نیز فراگرفت؟
4628240277125472779,روح الله خمینی در عرفن بعد از میرزا جواد ملکی،از چه کسی بهره میبرد؟
4628240277125472779, روح الله خمینی نزد ابوالحسن رفیعی قزوینی علاوه بر فلسفه چه دروسی را فراگرفت؟
4628240277125472779,امام خمینی در ابتدا در عرفان شاگرد چه کسی بود؟
4628240277125472779,روح الله خمینی نزد چه کسی فلسفه را آموخت؟
4628240277125472779,امام خمینی شرحی بر کدام کتاب نوشت؟
4628240277125472779,روح الله خمینی اول نزد چه کسی  عرفان را آموخت؟
4628240277125472779,خمینی در چه سالی به درجه اجتهاد رسید؟
4628240277125472779,خمینی در سال 1313 به چه درجه‌ای نائل شد؟
4628240277125472779,روح الله خمینی نزد چه کسی ریاضیات را آموخت؟
4628240277125472779,روح الله خمینی نزد چه کسی هیئت را آموخت؟
4628240277125472779,امام خمینی چه جیزی را از میزا محمد علی شاه‌آبادی فرا گرفت؟
4628240277125472779,خمینی در نزد چه کسی ریاضیات و هیئت آموخت؟
-5481789925999906897,به گفته حمید الگار پس از مرگ سید حسین طباطبایی بروجردی چه کسی به عنوان یکی از جانشینان بروجردی برای رهبری مذهبی مطرح شد؟
-5481789925999906897,نخست‌وزیر وقت در سال ۱۳۴۰ چه کسی بود؟
-5481789925999906897,مرگ سید حسین طباطبایی بروجردی سال چند بود؟
-5481789925999906897,در سال 1340 چه کسی نخست‌وزیر ایران بود؟
-5481789925999906897,پس از فوت سید حسین طباطبایی بروجردی چه کسی برای رهبری انتخاب شد؟
-5481789925999906897,علی امینی در چه سالی نخست‌وزیر ایران بود؟
-5481789925999906897,سید حسین طباطبایی بروجردی در چه سالی درگذشت؟
3230841943124596871,ژانر دلهره‌آور با چه ژانری تشابه نزدیکی دارد؟
3230841943124596871, نورپردزی با مایه‌های تیره در چه ژانری از فیلم کاربرد دارد؟
3230841943124596871,فیلم  ترسناک با چه ژانری مشابه است؟
3230841943124596871,نفرت و وحشت از عناصر چه ژانری از فیلم است؟
3230841943124596871,ژانر فیلم ترسناک در ابتدا تحت تاثیر چه فیلم هایی بود؟
3230841943124596871,در فیلم های ترسناک وحشت از چه چیز هایی احساس ترس به بیننده منتقل می کنند؟
3230841943124596871,کدام ژانر از فیلم در ابتدا تحت تاثیر فیلم های اکسپرسیونیسم قرار داشت؟
3230841943124596871,عنصر ترس یکی از عناصر کدام ژانر از فیلم است؟
3230841943124596871,با استفاده از وحشت از ناشناخته ها و کابوس ها در فیلم های ترسناک  به بیننده چه حسی القا می شود؟
3230841943124596871,صحنه های فراطبیعی در چه ژانری از فیلم مورد استفاده قرار می گیرد؟
3230841943124596871,یکی از عناصر فیلم های ترسناک را نام ببرید؟
3230841943124596871,در فیلمهای ترسناک از چه نوع صحنه های استفاده می شود؟
3230841943124596871,یکی از ژانر های فیلم را نام ببرید؟
3230841943124596871,در چه ژانری از فیلم فضاهای مه آلود و مرموز به کار می برند؟
3230841943124596871,در فیلم های ترسناک با استفاده از وحشت از ناشناخته ها و کابوس ها احساس ترس به چه کسی القا می شود؟
3230841943124596871,ژانر های علمی-تخیلی و فانتزی با چه ژانری تداخل دارند؟
3230841943124596871,نورپردازی که در فیلم های ترسناک استفاده می شود با چه نوع مایه ای است؟
3230841943124596871,استفاده از نورهای پر کنتراست از ویژگی های چه ژانری است؟
3230841943124596871,در چه فیلم هایی با استفاده از وحشت از ناشناخته ها وکابوس ها به بیننده احساس ترس را منتقل می کنند؟
3230841943124596871,فیلم های ترسناک با چه ژانرهایی تداخل دارد؟
934928656013278327,شروع جنگ ایران و عراق در چه تاریخی بود؟ 
934928656013278327,جنگ ایران و عراق چند سال پس از انقلاب 1357 آغاز شد؟ 
934928656013278327,دو سال پس از 1357 کدام جنگ اتفاق افتاد؟
934928656013278327,جنگ ایران و عراق در چه سالی آغاز شد؟
934928656013278327,چند سال بعد از انقلاب ۱۳۵۷ ایران جنگ ایران و عراق رخ داد؟
934928656013278327,کدام استان‌ها بیش‌ترین شهید را در جنگ ایران و عراق دادند؟
934928656013278327,میانگین سنی شهدای جنگ ایران و عراق چند سال بوده است؟ 
934928656013278327,جنگ ایران و عراق با یورش نیروی زمینی و هوایی عراق به کدام مناطق ایران آغاز شد؟
-6334584369798382241,نخستین کتاب‌ها را دو دانشمند اهل کجا دربارهٔ بازی با تاس نوشتند؟
-6371985027009860384,در نواحی غربی ایران ‌کردستان و کرمانشاه  چه زبانی استفاده می شود؟
-6371985027009860384,در مناطق غربی به آواز چه می گویند؟؟
-6371985027009860384,در مناطق غربی به آواز خوان چه می گویند؟
-7133346055205007535,در فصول بهار و تابستان آب و هوای استان یزد چگونه است؟
-7133346055205007535,طبق دومین قانون تقسیمات کشوری، شهرستان یزد با کدام شهر استان دهم را تشکیل داد؟
-7133346055205007535,در کدام فصول آب و هوای یزد گرم و خشک است؟
-7133346055205007535,در کدام فصول آب و هوای اکثر مناطق استان یزد سرد و نسبتا مرطوب است؟
-7133346055205007535,استان یزد چند درصد از کل مساحت ایران را شامل می‌شود؟
-7133346055205007535,شهرستان شهر بابک پس از جدایی از یزد، به کدام شهر پیوست؟
-7133346055205007535,ظبق دومین تقسیمات کشوری ایران، اصفهان با کدام شهرستان استان دهم را تشکیل داد؟
-7133346055205007535,مساحت تقریبی استان یزد چند کیلومتر مربع است؟
-7133346055205007535,شهربابک در کدام سال از یزد جدا شد؟
-7133346055205007535,در اولین قانون تقسیمات کشوری، ایران دارای چند ولایت بود؟
-7133346055205007535,یزد در کدام سال به استان تبدیل شد؟
-7133346055205007535,در چه سالی یزد از استان اصفهان جدا شد؟
-7133346055205007535,دومین شهر ایران که در یونسکو به ثبت جهانی رسیده است، کدام شهر است؟
-7133346055205007535,یزد در کدام ناحیه ایران قرار دارد؟
-7133346055205007535,کدام شهرستان در سال 1337 از یزد جدا شد؟
-7133346055205007535,در سال 1348 پس از جدایی یزد از استان اصفهان، بزد به چه چیزی تبدیل شد؟
-7133346055205007535,اولین شهر ایران که به ثبت جهانی یونسکو رسیده است، کجاست؟
-7133346055205007535,در فصول پاییز و زمستان آب و هوای استان یزد چگونه است؟
-7133346055205007535,کدام استان با استان‌های اصفهان، خراسان جنوبی، کرمان و فارس همسایه است؟
-7133346055205007535,دومین قانون تقسیمات کشوری ایران در چه سالی به تصویب رسید؟
-7133346055205007535,طبق دومین قانون تقسیمات کشوری، شهرستان یزد و اصفهان چندمین استان را تشکیل دادند؟ 
3645153238902810243,یکی از شهرستان های استان یزد را نام ببرید؟
3645153238902810243,کدام استان به سبب کم آبی بیشتر جنبه‌ صنعتی دارد؟
3645153238902810243,اردکان از شهرستان های کدام استان است؟
3645153238902810243,کشت برنج چند درصد از سطح زیر کشت مهریز و طبس را شامل می‌شود؟
3645153238902810243,کدام منطقه در یزد محل کاشت محصولات صیفی و سبزیجات بوده‌است؟
3645153238902810243,محصول منطقه بافق چیست؟
3645153238902810243,در مناطق مهریز و طبس چه چیزی کشت می شود؟
3645153238902810243,منطقه قاسم‌آباد در کدام سمت یزد واقع شده است؟
3645153238902810243,در کدام شهرستان های یزد کشت گلخانه ای رایج است؟
3645153238902810243,زعفران محصول کدام شهرستان یزد است ؟
6790854579265148490,نام مواد مخدری که در ابتدا به عنوان ماده خواب آور و برای درمان اضطراب استفاده میشد چیست؟
6790854579265148490,دوز پایین باربیتورات موجب چه چیزی میشود؟
6790854579265148490,اعتیاد به باربیتورات ها در گذشته به واسطه چه چیزی ایجاد میشد؟
6657565193617592386,بنیاد مستضعفان در چه سالی تغییر نام داد؟
6657565193617592386,بنیاد مستضعفان به فرمان چه کسی تاسیس شد؟
-9006160942842326804,ترکیبات هتروژنی در آب چگونه هستند؟
-9006160942842326804,چه چیزی دارای اتم‌های اکسیژن فسفر، هیدورژن و کربن در ساختار خود هستند؟
-9006160942842326804,تعریف چه کسی از محلول بودن ترکیبات هتروژنی در حلال‌های عالی در همه موارد صادق نیست؟
-9006160942842326804,با کمک چه چیزی می‌توان ترکیبان هتروژنی را از بافت‌ها مختلف استخراج کرد؟
-9006160942842326804,لیپیدها چه نوع ترکیبات نامتجانسی هستند؟
3118064055339703416,تعریف تصور قالبی از دیدگاه جامعه شناسی از نظر جوئل شارون چیست؟
3118064055339703416,دو تا از ویژگی هایی را که شارون در رابطه با تصور قالبی گفته است چیست؟
3118064055339703416,جوئل شارون چند ویژگی برای تفکر قالبی در کتاب ده پرسش بیان کرد؟
3118064055339703416,کتاب ده پرسش از کیست؟
3118064055339703416,تصور قالبی از دید شارون چیست؟
-6174650872182247905,تقویم مذهبی مصریان باستان بر پایه‌ی چه بود؟
